Hotel,Average_Rating
Candlewood Suites El Paso North,4.846153846153846
Candlewood Suites Houston IAH / Beltway 8,4.090909090909091
Candlewood Suites Houston Medical Center,3.5789473684210527
Candlewood Suites Houston NW - Willowbrook,4.714285714285714
Candlewood Suites Houston West,3.2
Candlewood Suites Houston Westchase,3.6923076923076925
Candlewood Suites Houston by the Galleria,3.0
Candlewood Suites Houston-At Citycentre-Energy Corridor,3.4
Candlewood Suites Houston/Clear Lake,3.263157894736842
Candlewood Suites I-10 East,4.714285714285714
Candlewood Suites Indianapolis,4.208333333333333
Candlewood Suites Indianapolis Airport,3.909090909090909
Candlewood Suites Indianapolis Dwtn Medical Dist,3.8852459016393444
Candlewood Suites Indianapolis East,3.75
Candlewood Suites Indianapolis Northwest,4.466666666666667
Candlewood Suites Memphis,3.6875
Candlewood Suites New York City Times Square,4.317535545023697
Candlewood Suites Phoenix,4.057142857142857
Candlewood Suites Polaris,3.4827586206896552
Candlewood Suites San Antonio Downtown,4.3
Candlewood Suites San Antonio N - Stone Oak Area,3.6666666666666665
Candlewood Suites San Antonio NW Near Seaworld,4.0
Candlewoods Suites Medical Center,5.0
Canterbury Hotel,3.945945945945946
Capital Hilton,3.7367055771725033
Capital Inn,3.3333333333333335
Capitol Hill Hotel,4.011135857461024
Capitol Skyline Hotel,3.4214876033057853
Capri Motel,3.0921985815602837
Caravelle Inn & Suites,2.0
Carefree Inn Dallas,2.6666666666666665
Carefree Inn Lackland,2.3684210526315788
Carefree Inn Medical Center,4.014388489208633
Caribbean Cove Hotel & Conference Center,2.5397489539748954
Carl Hotel,3.28
"Carlton Hotel, Autograph Collection",3.974169741697417
Carlton Inn Midway,4.470588235294118
Carlyle Suites Hotel,4.431241655540721
Carvi Hotel New York,4.142857142857143
Casablanca Hotel Times Square,4.7354700854700855
Cassa Hotel & Residences,4.241319444444445
Castle Inn,4.235785953177258
Casulo Hotel,3.8666666666666667
Catamaran Resort Hotel,3.8265440210249673
Cavalier's Resort & Conference Center,1.2380952380952381
Cecil Hotel,2.4974358974358974
Cedarbrook Lodge,4.7846153846153845
Central Inn Motel,1.0
Central Loop Hotel,4.043478260869565
Central Park House,2.1666666666666665
Century Wilshire,2.5833333333333335
Chambers Hotel,4.206730769230769
Champions Lodge,1.0
Chancellor Hotel on Union Square,4.459438677431757
Chandler Inn,3.937956204379562
Channel Inn Hotel,2.9607843137254903
Charlesmark Hotel,4.179389312977099
Charlotte Express Inn,1.8461538461538463
Charlotte Inn,1.5
Charlotte Marriott City Center,4.004587155963303
Charlotte Marriott Executive Park,4.028409090909091
Charlotte Marriott SouthPark,3.967479674796748
Chase Suite Hotel El Paso,3.4035087719298245
Chateau Hotel,1.0
Chelsea Hotel,3.170138888888889
Chelsea Inn - 11th Avenue,1.7142857142857142
Chelsea Inn - 17th Street,3.297794117647059
Chelsea Lodge,4.309462915601023
