Hotel,Average_Rating
Club Quarters Chicago -- Wacker at Michigan,4.149321266968326
Club Quarters Midtown,3.4135802469135803
Club Quarters San Francisco,3.916376306620209
Club Quarters Wall Street,3.7690582959641254
Club Quarters World Trade Center,4.072727272727272
Club Quarters in Houston,3.99290780141844
"Club Quarters, opposite Rockefeller Center",3.923076923076923
Coast Gateway Hotel,3.8774193548387097
Coast Phoenix Sky Harbor Hotel,3.677248677248677
Colonial Inn & Suites,2.888888888888889
Colonnade Hotel,4.4522417153996106
Colony Inn North Hollywood,2.1666666666666665
Columbia Club,3.7058823529411766
Columbus Airport Marriott,4.08
Columbus Inn & Suites,1.7777777777777777
Columbus Motor Inn,4.143859649122807
Comfort Inn,4.154639175257732
Comfort Inn & Suites,3.5486725663716814
Comfort Inn & Suites Airport,4.148148148148148
Comfort Inn & Suites German Church Road,2.2
Comfort Inn & Suites Greenway Plaza/SW Freeway,3.0
Comfort Inn & Suites Hotel Circle / SeaWorld,3.261111111111111
Comfort Inn & Suites Houston,3.2
Comfort Inn & Suites I-10 Airport,4.76
Comfort Inn & Suites Market Center,3.638888888888889
Comfort Inn & Suites N at Pyramids,3.909090909090909
Comfort Inn & Suites Near Medical Center,3.975
Comfort Inn & Suites New York Avenue,3.008695652173913
Comfort Inn & Suites Seattle,3.3035714285714284
Comfort Inn & Suites West,3.710144927536232
Comfort Inn & Suites Zoo / SeaWorld Area,3.9410029498525074
Comfort Inn & Suites near the AT&T Center,3.32
Comfort Inn - Boston,3.3582089552238807
Comfort Inn - Los Angeles / West Sunset Blvd.,3.5652173913043477
Comfort Inn Airport East,3.361111111111111
Comfort Inn At The Harbor,3.761904761904762
Comfort Inn Central,3.361111111111111
Comfort Inn Central Park West,3.535279805352798
Comfort Inn Chelsea,3.4304347826086956
Comfort Inn Convention Center,3.6
Comfort Inn Denver International Airport,2.5535714285714284
Comfort Inn Downtown,4.1395348837209305
Comfort Inn Downtown DC / Convention Center,4.288659793814433
Comfort Inn Downtown/Historic Area,3.41343669250646
Comfort Inn East,3.875
Comfort Inn East Indianapolis,3.388888888888889
Comfort Inn Executive Park,3.358490566037736
Comfort Inn Fiesta Park Area,3.375
Comfort Inn Gaslamp / Convention Center,3.903409090909091
Comfort Inn Houston,3.0
Comfort Inn Hwy. 290/NW,4.4
Comfort Inn Lower East Side,4.634615384615385
Comfort Inn Manhattan,3.9343163538873993
Comfort Inn Manhattan Bridge,4.12280701754386
Comfort Inn Memphis,3.36
